Name,Description,SUBZONE_NO,SUBZONE_N,PLN_AREA_N,REGION_N,lon,lat
10009,Bt Merah Int,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.81722480263161,1.28210155945393
10011,BEF NEIL RD,16,EVERTON PARK,BUKIT MERAH,CENTRAL REGION,103.83749709165197,1.2777380589963998
10017,Aft Hosp Dr,5,SINGAPORE GENERAL HOSPITAL,BUKIT MERAH,CENTRAL REGION,103.83762574759973,1.27832046633393
10018,Outram Pk Stn Exit F/SGH,5,SINGAPORE GENERAL HOSPITAL,BUKIT MERAH,CENTRAL REGION,103.83860360621959,1.27900819665099
10021,Blk 3,16,EVERTON PARK,BUKIT MERAH,CENTRAL REGION,103.83838894560753,1.2774483794664298
10041,BEF KAMPONG BAHRU TER,16,EVERTON PARK,BUKIT MERAH,CENTRAL REGION,103.83519065305671,1.2760583477035299
10049,OPP KAMPONG BAHRU TER,5,SINGAPORE GENERAL HOSPITAL,BUKIT MERAH,CENTRAL REGION,103.83483786772155,1.2762330242439301
10051,Blk 149,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.83214410914843,1.2774116353283997
10059,Opp Blk 149,5,SINGAPORE GENERAL HOSPITAL,BUKIT MERAH,CENTRAL REGION,103.83275178077875,1.2773966416749696
10061,Blk 140,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.82948638898173,1.2786047219688503
10069,Opp Blk 140,5,SINGAPORE GENERAL HOSPITAL,BUKIT MERAH,CENTRAL REGION,103.83008250001667,1.27855472196877
10071,Blk 111,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.82638920754815,1.2804530942366297
10079,Blk 201,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82708906887606,1.2803950142786
10081,Opp Blk 120,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.82241744338572,1.2822783541702
10089,Blk 119,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82165660905856,1.28292332245689
10091,Bt Merah Town Ctr,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.81783962251122,1.28394108576437
10099,Opp Bt Merah Town Ctr,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81765723225827,1.28420923932422
10101,OPP BT MERAH SEC SCH,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.81374366011399,1.28502568134889
10109,BT MERAH SEC SCH,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81365537642607,1.2853140316316198
10111,Opp Blk 28,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80935410958448,1.28592835098556
10119,Opp Pacific Tech Ctr,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81122515087834,1.2859800901070397
10121,Blk 126 CP,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.8288419,1.2826261110000001
10129,Blk 121,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82857194448019,1.28231999999009
10131,Opp Blk 2,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80686549059318,1.2861914138239403
10139,Blk 1,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.8081000223439,1.28635135443034
10141,Blk 18,10,TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.83238179897589,1.28583847140468
10149,Blk 1,10,TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.83283384311112,1.28606797463712
10151,Ctrl Green Condo,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82852922870948,1.2857204836540101
10161,Opp Tiong Bahru Plaza,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82668969231534,1.28593135445772
10169,Tiong Bahru Plaza,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82748123930962,1.28599961406266
10171,Opp Tiong Bahru Pk,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82346004890803,1.28736808047078
10179,Tiong Bahru Pk,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82395833301354,1.28722333302937
10181,BEF AR-RABITAH MQUE,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.8209448467392,1.2884877114812399
10189,Blk 104A CP,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82183192865197,1.2885880522280597
10191,Blk 78,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81903121724014,1.2886002602009603
10199,Delta Swim Cplx,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.81936618662203,1.28875723330649
10201,Opp Redhill Stn,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81662854691157,1.2892814453256698
10209,Redhill Stn,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.816728854507,1.28954631749853
10211,Porsche Ctr S'pore,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81144166700753,1.29075499997303
10219,Opp Motor Image,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81191424883255,1.2908952665184898
10221,Ganges Ctr,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.83111793441608,1.29032906602668
10229,Opp Harvest Mans,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.83178189529582,1.29052137840164
10231,Blk 51 CP,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.8278819,1.290468056
10239,Blk 79,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.82865,1.2905999999999997
10241,Gan Eng Seng Sec Sch,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82362326803131,1.2906166672166999
10249,Opp Gan Eng Seng Sec Sch,6,ALEXANDRA NORTH,BUKIT MERAH,CENTRAL REGION,103.82407777797806,1.2908813889967101
10261,Delta Sports Hall,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82047232884216,1.2909033584269198
10269,Opp Delta Sports Hall,6,ALEXANDRA NORTH,BUKIT MERAH,CENTRAL REGION,103.8205758328077,1.2912533192745803
10271,Opp Tanglin View,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81757666701353,1.29115999997607
10279,Tanglin View,6,ALEXANDRA NORTH,BUKIT MERAH,CENTRAL REGION,103.81757660887743,1.2915137316497802
10281,SIS Bldg,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81445166697797,1.29153833298318
10289,Opp SIS Bldg,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.81440639448375,1.2918699745377997
10291,Bef Dawson Rd,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81065866068086,1.2921585527385797
10299,Aft Dawson Rd,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.81146486767656,1.29233498466278
10321,Aft Margaret Dr,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.81587839882768,1.29428332949691
10329,Crescent Girls' Sch,6,ALEXANDRA NORTH,BUKIT MERAH,CENTRAL REGION,103.81597460107542,1.29364671283262
10331,Bef Bt Merah Ctrl,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.81834423228645,1.2813630662883897
10339,Aft Bt Merah Ctrl,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.8185725084485,1.2811583506329198
10341,Opp Blk 116,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82059301467888,1.2848463960343097
10349,Blk 116,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82104149555396,1.2849833405096998
10351,Bef Tiong Bahru Rd,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82204990181913,1.2867550176089697
10359,Aft Tiong Bahru Rd,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82259298997768,1.2872383332436201
10361,Cendex Ctr,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.82353025808791,1.2803809206006498
10369,Opp Cendex Ctr,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.82387343933006,1.28037471151153
10371,Blk 129,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82450265338301,1.2836507231938699
10379,Blk 25B,4,TIONG BAHRU STATION,BUKIT MERAH,CENTRAL REGION,103.82489520929732,1.2837360337666701
10381,Opp Blk 48,8,HENDERSON HILL,BUKIT MERAH,CENTRAL REGION,103.82559411728036,1.2890697218660199
10389,Blk 48,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.82573455047122,1.2887583299120797
10391,Opp Melati Blk 2,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.83111005682464,1.27619610041717
10399,Melati Blk 2,16,EVERTON PARK,BUKIT MERAH,CENTRAL REGION,103.83019454205221,1.2758816629268297
10401,Shriro Hse,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81167850401883,1.2881672986299997
10409,Blk 50,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81099317775703,1.2878822183063798
10411,Opp Blk 53,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81280840030111,1.2891297952800402
10419,Blk 52,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81257549749508,1.28842024220748
10421,Blk 63B,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81503540991777,1.2889706156153997
10429,Blk 54,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81404805422201,1.2892779060127002
10431,ENABLING VILLAGE,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81399869917512,1.2870838435888303
10439,OPP ENABLING VILLAGE,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81418936580334,1.2874795694793895
10441,Opp Blk 44,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.8116061687213,1.28656898930199
10449,Blk 44,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.81195378046979,1.2866655249526602
10451,Opp Blk 71,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.8172559639682,1.2876238031976497
10459,Blk 72,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81639920301684,1.28754723360397
10461,Aft Margaret Dr,3,RIDOUT,TANGLIN,CENTRAL REGION,103.8116914051606,1.2968059743259395
10469,Bef Margaret Dr,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.81216918970023,1.29668400003303
10471,Bef Tanglin Rd,3,RIDOUT,TANGLIN,CENTRAL REGION,103.81468220659576,1.2967999307834401
10479,Aft Tanglin Rd,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.81547381025993,1.29668100002552
10481,Opp Blk 73,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81797160113334,1.2878419548476703
10489,Blk 73,3,REDHILL,BUKIT MERAH,CENTRAL REGION,103.81778388900163,1.2881163889714198
10499,KAMPONG BAHRU TER,16,EVERTON PARK,BUKIT MERAH,CENTRAL REGION,103.83401000002084,1.2758540041769102
10501,Blk 104,11,KAMPONG TIONG BAHRU,BUKIT MERAH,CENTRAL REGION,103.82528065411316,1.2810584535542902
10519,Blk 4,9,BUKIT HO SWEE,BUKIT MERAH,CENTRAL REGION,103.82610949356565,1.2917230307990597
10599,Opp Blk 36,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80924997344987,1.28883435010664
10651,Blk 161,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.81547665017668,1.2832999301905899
10659,Blk 1003,2,BUKIT MERAH,BUKIT MERAH,CENTRAL REGION,103.8147283330179,1.28362333298689
11009,Ghim Moh Ter,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78932237623974,1.3110673548963998
11019,Opp OG Fty,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80565677295323,1.28679632523156
11021,Aft Queenstown NPC HQ,7,QUEENSWAY,QUEENSTOWN,CENTRAL REGION,103.80228694398484,1.28941805603102
11029,Blk 166,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80202111098815,1.29013472201419
11031,Opp Queen's Cl,7,QUEENSWAY,QUEENSTOWN,CENTRAL REGION,103.80045500000118,1.29119666696879
11039,Blk 19,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.79998683928974,1.2924576286266498
11041,Aft C'wealth Dr,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.79952333299494,1.2962449999822598
11049,Opp Blessed Sacrament Ch,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.79952549937241,1.2954609366562997
11051,Opp Queenstown Polyclinic,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.8002979755481,1.29872166703909
11059,Queenstown Polyclinic,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80097389222824,1.2988289278297898
11061,Opp Queensway Sec Sch,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.80118694402536,1.30265777802206
11069,Queensway Sec Sch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80161762237655,1.30236853162324
11071,Blk 97,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.80170944396954,1.30621305601609
11079,Opp Blk 95,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80185250000658,1.3054413890029999
11081,Viz Holland,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.80258027799627,1.3085197220231297
11089,Opp Holland Hill Lodge,3,RIDOUT,TANGLIN,CENTRAL REGION,103.80334087354639,1.30946135492693
11091,Tulip Gdn,8,FARRER COURT,BUKIT TIMAH,CENTRAL REGION,103.80367378215983,1.3121944405007202
11099,Opp Tulip Gdn,4,TYERSALL,TANGLIN,CENTRAL REGION,103.80437666697584,1.3130533330011802
11101,Farrer Rd Mkt,8,FARRER COURT,BUKIT TIMAH,CENTRAL REGION,103.80596012189226,1.31614971080385
11109,Spanish Village,4,TYERSALL,TANGLIN,CENTRAL REGION,103.80574305602845,1.31552472199926
11111,Farrer Rd Stn Exit B,8,FARRER COURT,BUKIT TIMAH,CENTRAL REGION,103.80771866952543,1.31780157259006
11119,Farrer Rd Stn Exit A,4,TYERSALL,TANGLIN,CENTRAL REGION,103.80785606728587,1.31747833490912
11131,Queens Condo,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80706694417339,1.2928849988829
11139,Blk 53A CP,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80744694841283,1.2931986108138
11141,Queenstown Stn Exit A/D,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.8058251066843,1.2946370514549201
11149,Queenstown Stn Exit B/C,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80596280094791,1.29506407111991
11151,Blk 42,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80247592925552,1.2986358584507602
11159,Aft Ch Of Our Saviour,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80362656855579,1.29800440816386
11161,C'Wealth Stn Exit A/D,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.7983908330214,1.30213305598263
11169,C'Wealth Stn Exit B/C,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.79838166697324,1.30270500001823
11171,Opp Blk 7B,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.79479722196946,1.3053566669930297
11179,Blk 8,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79427940117534,1.30627521395682
11181,Opp Blk 43,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.79227638896938,1.30722333300814
11189,Blk 43,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79254222202354,1.30740138898924
11191,Buona Vista Stn,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.7883731546267,1.3080164081509102
11199,Blk 15,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78843145303213,1.30837970735444
11201,CSC Dempsey Clubhse,3,RIDOUT,TANGLIN,CENTRAL REGION,103.81186453577433,1.30692642897557
11209,Opp Peirce Rd,4,TYERSALL,TANGLIN,CENTRAL REGION,103.81038349817638,1.30817280849852
11211,Aft Peirce Rd,3,RIDOUT,TANGLIN,CENTRAL REGION,103.80939522851014,1.3083877988511299
11219,Great Eastern Mans,4,TYERSALL,TANGLIN,CENTRAL REGION,103.80716407830104,1.3098850609303303
11221,Lien Twrs,3,RIDOUT,TANGLIN,CENTRAL REGION,103.80544413357042,1.3100222532235801
11229,Les Jardins De Holland,4,TYERSALL,TANGLIN,CENTRAL REGION,103.80522542227165,1.3106006587906398
11231,Aft Estoril Mans,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.80119919777994,1.3111531631029698
11239,Fairlodge,8,FARRER COURT,BUKIT TIMAH,CENTRAL REGION,103.80165517330278,1.3115285740161602
11259,Opp Blk 21,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79274002213417,1.31119887945564
11261,Holland Village,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.79444621838488,1.3122316843215198
11269,Opp Holland Village,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.79453796697418,1.31256112590195
11271,Aft East Sussex Lane,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.79008416699845,1.31473444398294
11279,Aft Coronation Rd West,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.79069259768107,1.31466878886978
11281,Aft Tan Boon Chong Ave,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78852194399074,1.31622694399746
11289,Opp Tan Boon Chong Ave,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.78904342517946,1.31618891387774
11291,Cold Storage Jelita,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78592333300938,1.3179277780209402
11299,Opp Cold Storage Jelita,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.78558843680226,1.31826975603165
11301,Hse No. 578,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.78790067716272,1.31803972093441
11309,Hse No. 589,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.78842993526158,1.3186244385044297
11311,Hse No. 532,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.78918694402276,1.3198963889883597
11319,Opp Hse No. 516,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.78959970624805,1.3203063798654
11321,Opp Regent Villa,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.79010361098513,1.3212313890289797
11329,Regent Villa,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.7909809400838,1.32236139685053
11331,Opp Dynasty Gdn II,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.79144668575621,1.32320918827361
11339,Dynasty Lodge,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.79204722198944,1.32398638897489
11341,Garlick Ville,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.79282790894261,1.3255150618349603
11349,Opp Garlick Ville,6,CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,103.79307388903305,1.32566611098306
11351,Blk 13,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78945112775229,1.30934571218561
11359,Opp Blk 13,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78968608347117,1.3093102263647296
11361,Buona Vista Stn Exit C,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.79058123542397,1.3064969863872602
11369,Buona Vista Stn Exit D,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.79084827741465,1.3063259638605
11379,Buona Vista Ter,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79236323128613,1.30917002463976
11381,Blk 10A,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79328294102334,1.3084113786506502
11389,Blk 46,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79293216878068,1.3090650101426797
11401,Holland V Stn Exit C,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79507444402137,1.30906722197973
11409,Blk 9,2,HOLLAND DRIVE,QUEENSTOWN,CENTRAL REGION,103.79432583301961,1.3076441670056
11419,Holland V Stn Exit A,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.79604399202725,1.3110298137808498
11429,Opp Blk 115B,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.79836333299839,1.3045400000201697
11439,Blk 92,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.80029777801455,1.30606472198412
11441,Blk 58,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.79754055603176,1.2978041669757296
11449,Blk 37B,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.7976033330229,1.29840527801842
11451,Blk 72,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.79707277801477,1.30034972200468
11459,Blk 50,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.7968519439962,1.30097055597804
11469,Queensway Sec Sch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80188584326886,1.30113503392421
11471,Opp The Fisherman Ch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80315156606572,1.29951892595663
11479,The Fisherman Ch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80371985837913,1.29938075130292
11481,Queenstown Lib,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.8060054035445,1.2981151892262501
11489,Opp Queenstown Lib,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80499720571189,1.2984535150792196
11491,Opp Queenstown Pr Sch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.8076364994003,1.2971020284701598
11499,Queenstown Pr Sch,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80788663334461,1.2968505361095097
11511,Alexandra Hosp,7,QUEENSWAY,QUEENSTOWN,CENTRAL REGION,103.80251884462383,1.2859468736223
11519,Opp Queensway Shop Ctr,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80334129425302,1.28665742231261
11521,Anchorpoint,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80543003047165,1.2885710102662
11529,Bef IKEA Ind Bldg,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.8060909305284,1.28903120647732
11531,Opp Lea Hin Hardware Fty,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80753083302794,1.2910883330253797
11539,Lea Hin Hardware Fty,7,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,103.80786180498694,1.2911704954910699
11541,Opp Queens,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80578500139798,1.29235984013148
11551,Tiong Ghee Tp,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.8040959835246,1.2912670305151697
11561,Blk 166,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80247592924282,1.29107396045212
11579,Blk 158,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80303321252237,1.29256489056942
11589,Blk 157,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80400524995773,1.2929918810059997
11599,Blk 153,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80314888900556,1.29420805600708
11609,Blk 163,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.80212194401808,1.29188972202709
12021,Bef Moonbeam Wk,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78243055601493,1.31907638897016
12029,Opp Moonbeam Wk,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.7824392109149,1.3195836939098802
12031,Pandan Valley Condo,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.77962855521719,1.3208008510990996
12039,Opp Pandan Valley Condo,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.78018998386835,1.32104526183447
12041,Aft Pandan Valley,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.77653442120544,1.32049172685895
12049,Opp Pandan Valley,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.776558889914,1.3209113197183697
12051,Pine Gr Condo,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.7750613105408,1.3204289505949
12059,Opp Pine Gr Condo,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.77515897833835,1.32072731097778
12061,Blk 109,2,SUNSET WAY,CLEMENTI,WEST REGION,103.77087339859139,1.3217850018949602
12069,Opp Blk 109A,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.7710419,1.321433056
12071,Blk 116,2,SUNSET WAY,CLEMENTI,WEST REGION,103.77219388896603,1.3240224999832302
12079,Opp Blk 116,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.77263094375739,1.3238318757518701
12081,Maju Camp,2,SUNSET WAY,CLEMENTI,WEST REGION,103.77543,1.3264680560000004
12089,Opp Maju Camp,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.77570889999998,1.326261111
12091,SIM HQ,1,ANAK BUKIT,BUKIT TIMAH,CENTRAL REGION,103.77714711668538,1.3291831548675601
12099,Opp SIM HQ,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.7767036,1.3278380560000003
12101,Ngee Ann Poly,1,ANAK BUKIT,BUKIT TIMAH,CENTRAL REGION,103.77768506316727,1.3324389635850402
12109,Opp Ngee Ann Poly,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.7780086,1.330819444
12111,Bef Clementi Rd,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.77222980786665,1.3191179107649
12119,Police KINS Trg Camp,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.77279266281438,1.31964598192789
12121,Blk 7,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.7871516670319,1.31164833301814
12129,Blk 3,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78732611099161,1.3118211109686198
12131,Aft Grove Ave,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78506166698098,1.3141594439742
12139,Aft Mt Sinai Lane,1,GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.78504157068625,1.31453185933289
12141,Opp Henry Pk,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78239154819082,1.3157438984139398
12149,Henry Pk,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78266099158458,1.3157690045536703
12151,Bef Moonbeam Terr,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78127574919664,1.3186506446737802
12169,Pandan Valley,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.77724170687914,1.3191654924036498
12179,Montview,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.7769949436126,1.3167950468775698
12189,Bef Mt Sinai Dr,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.78022402243116,1.31642693680141
12199,Opp Village Twr,4,ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.77820622498255,1.3154799890134299
12201,Logishub @ Clementi,1,TOH TUCK,CLEMENTI,WEST REGION,103.76399509585458,1.3267082685650102
